stage,Granulocyte,Hepatocyte,Keratinocyte,Macrophage,Muscle_cell,Primordial_germ_cell,Spermatocyte
3Month,0,0.1,0.1,0.1,0,0.1,0.1
22Month,0.14,0.27,0,0.14,0.14,0,0
