stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,2,14,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,3.38,0,2.82,1.13,2.25,0,0,0,0,0,0,0,0,0.56,0,1.69,6.76,0,12.97,0,0.28,0.85,0,164.88,45.38,1.41,1.69,14.37,0.56,0,2.82,0,0,0.28,0,0,0
21Day,2.96,2.59,0,12.21,1.48,3.33,0,1.11,0,0,0,0,0,0,2.59,0,1.48,1.85,2.96,21.09,0,0,2.59,0,93.61,14.06,0.37,3.7,6.29,3.7,0,1.85,0.37,0.74,0.37,0,0,1.85
3Month,0.21,5.1,0.31,22.16,0.73,0,0,0.1,0.21,1.56,2.18,0,6.55,1.56,1.46,1.77,19.24,11.13,3.54,27.56,3.43,0,8.84,1.87,5.51,1.04,3.54,2.08,1.35,0.83,1.56,0.52,0,0,0.42,1.14,7.7,1.98
22Month,0.27,5.47,0.14,8.06,0.82,0,0.41,0.41,0.14,0.55,1.78,0.96,16.53,0.82,2.05,2.6,6.56,1.5,1.09,14.48,0.41,0.41,9.29,0,7.24,0.41,3.83,8.34,0.55,0.27,2.32,2.46,0.55,0,0.14,0.14,0,0.82
