stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0.56,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0.28,0.28,0,12.97,2.25,4.23,0,0,0.28,0,0,0,0,0,0.28,0,0,0
21Day,1.11,0,0,8.51,0.37,0,0,0,0,0,0,0.74,0,0.37,2.22,0,1.48,0,0,0.37,0,12.95,2.59,14.8,0,0,0.37,0.74,0,0,0,0.37,0,0,0,0.74
3Month,0.1,0.52,0.21,9.15,0,0.31,0.83,1.87,0,5.72,2.6,0.21,4.47,0.52,2.5,1.66,2.18,0.62,0.1,0.42,0.52,1.04,0,50.55,0,0,0.1,1.04,2.18,0,0,0,0,0.1,0.83,2.08
22Month,0,0.27,0.27,3.14,0,0.14,0.82,1.09,0.41,13.39,0.68,0.27,5.6,0.41,0.55,0.82,1.78,0,0.41,0.27,0,0.41,0.14,46.32,0.14,0.14,0.14,0.27,0.68,0.41,0.14,0,0,0,0,0.55
