stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0
72hpf,0.85,0.56,0,2.25,0,3.1,0,0,0,0,0,0,0,0,0,0,1.69,2.82,0.56,2.54,0,0,0,0,157.27,25.93,0.28,0.56,3.95,0,0,0,20.57,10.15,9.02,45.1,0,0,0
21Day,1.85,1.11,0,5.18,0.74,2.96,0,0.37,0,0,0,0,0.74,0.37,1.11,1.11,0,2.22,2.59,6.66,0,0.37,0.37,0,137.27,11.84,0,0,3.33,3.7,0,0,23.31,14.06,14.8,4.44,0,0,1.48
3Month,0.21,1.04,0.42,4.16,0,0,0,0,0.1,0.52,1.98,0.21,10.51,2.39,0.21,3.54,0.42,1.66,6.35,2.39,0.42,0,0.73,0.42,3.22,1.56,1.14,0.1,0.21,1.04,0.1,4.89,75.41,2.08,0.31,2.91,0.62,4.68,1.77
22Month,0,2.32,0.14,3.96,0.14,0,0.55,0,0.14,0.82,6.29,0.96,34.44,2.19,0.27,3.83,0,0.96,4.78,5.06,0.14,1.5,0.41,0,5.19,0.41,0.55,0.41,0,0.41,0,1.09,213.58,23.09,0.14,0.14,0.14,0.14,1.23
