stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,74,0,0,0,0,52,472,1,0,0,7,0,0,0,0,0,1,0,0,0
72hpf,37.49,14.66,0,24.8,7.05,10.71,0,0.56,0,0,0.28,0.28,0,0,0.28,0,6.48,22.83,3.95,181.23,0,1.69,5.36,0.56,886.69,287.77,2.25,3.1,0,89.91,1.13,0,49.32,0.56,0.28,2.25,0,0,0
21Day,38.48,6.29,1.48,39.96,2.96,10.36,0,4.07,0,0,0.37,0,1.85,0.37,8.88,2.22,1.48,11.1,1.85,154.28,0,0,25.9,0,221.62,99.16,1.11,1.11,0,64.38,11.47,0.37,11.84,1.85,2.22,1.11,0.74,0,3.33
3Month,0.73,7.18,0.1,20.8,0.42,0,0.21,0.1,0.31,5.1,1.98,0.1,4.78,1.77,0,2.39,0.21,4.99,0.73,24.13,4.89,0,3.43,1.25,4.99,0.31,2.7,0.31,0,0.52,0.62,8.84,0.1,0,0,0,6.87,1.87,1.14
22Month,0,13.66,0.14,19.68,0.41,0,0.27,0,0,2.73,2.19,37.99,20.63,0.96,0.82,2.87,0.41,1.78,2.05,28.83,2.46,0.96,2.32,0.14,3.55,0.41,4.1,0.27,0.27,1.23,0.14,5.6,0.14,0.14,0,0,2.19,0,0.96
