stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,91,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,5.36,0.28,0,3.66,0.85,1.69,0,0,0,0,0,0.28,0,0,0,0,4.51,0.56,63.13,0,0.28,3.66,0,28.47,16.91,0,0.56,136.41,0.28,0.28,13.81,0,0.28,7.61,0,0,0
21Day,6.29,0,0.37,11.47,0,1.85,0,0,0,0,0,0,0,0.37,0.37,0.37,2.22,1.11,93.61,0,0,16.65,0,10.73,5.18,0,0,57.35,1.85,0,4.44,0,1.11,0.74,0.37,0,0
3Month,0.1,0.62,0.1,5.2,0.1,0,0.31,0.1,0.42,2.6,0,2.7,0.83,0.1,1.87,0.62,18.93,1.66,63.24,14.35,0,1.04,0.21,0.21,0.31,0.31,0.21,11.13,0.83,2.08,0.52,0,0,0.1,3.02,0.42,1.46
22Month,0,0,0,1.23,0,0,0.14,0,0,0.82,0.14,5.19,0.27,0,0.68,0.14,1.23,0.27,19.95,0.41,0,0.27,0,0.14,0.55,0,0.14,13.53,0.14,2.05,0.14,0.14,0,0,0.68,0,0.14
