stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,11.1,0,0,0,0,0,0,0.37,0,0,0,0.37,15.17,0.37,1.11,0,0,0,0,1.11,0,0,0,0,0.37,0.74,0,0,0,0.37,0,0,0,0.37
3Month,0.42,2.81,1.56,739.98,3.12,0.52,0.1,2.81,8.53,0,22.99,11.44,0.73,13.31,5.3,73.12,8.74,11.13,1.66,0.21,2.08,2.6,1.66,0.31,0.94,1.66,0,0.62,7.8,6.76,0.31,0,0,0.21,31.21,3.02,7.28
22Month,0,0.82,0,104.13,0.82,0,0,0.68,2.73,0.41,19.54,0.82,0,1.64,0.55,9.84,9.02,1.37,0.14,0.68,0.68,0,0.27,0,0.68,0,0.14,0,0.27,0.68,0.27,0.14,0,0,3.28,0,1.64
