stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,2.59,0,0.74,0,0,0,0,8.51,0,0.37,4.81,0,0.37,0.37,0.37,0,0.37,0,0,1.85,0,0.37,0,0,0,1.48,0,0.37,0.37,0.37,0,0,0
3Month,0,0.42,2.18,5.1,0.1,0,0.94,0.83,1.04,0,193.37,0.94,0.1,40.67,1.14,1.04,0.62,1.25,0.21,0,1.46,0.42,0.1,0,0.1,0.42,0,0.1,3.22,0.94,0,0,0,0.42,0.73,1.25
22Month,0,0.41,0.41,2.05,0,0,0.27,0.27,0.27,0.14,124.76,0.14,0.27,21.45,0.14,0,0.68,0.55,0,1.78,0.27,0,0,0,0.14,0.14,0.14,0,0.14,0.27,0,0,0,0.14,0,0.41
