stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0.85,0,1.41,0,0,0,0.28,0.85,2.54,0,0,0,1.41,0,0,0.56,0,0,0,0,0
21Day,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.74,0,2.22,0,0,0,0,0.37,1.11,0,0,0,1.85,0,0.74,0,0,0,0,0,0
3Month,0.1,0.42,0.21,15.91,0.1,0,0.31,0,0.1,0.42,1.04,0.1,7.49,1.46,0.1,2.18,1.77,1.04,1.25,2.39,0.42,0,0.52,0.73,0.21,0,0.42,0.1,0,0,0.94,27.88,0.21,0,0.31,0.42,104.12,1.14
22Month,0.41,0.27,0.27,7.24,0,0,0.14,0.14,0,0.14,1.37,1.91,19.95,1.37,0.27,1.37,0.14,0.68,1.91,1.78,0.14,0.41,0.14,0,0,0,0.27,0.14,0.14,0,0,2.46,0.55,0.14,0,0.27,0,0.68
