stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,35,0,0,0,1,0,1,0,3,1,0,0,0,4,8,33,30,0,0,0,0,25,220,1,0,0,9,0,0,0,0,3,0,0,0
72hpf,1.69,0.56,0,6.2,1.13,1.41,0,0.56,0,1.13,0,0,0,0,0.56,0,4.23,24.8,2.25,8.74,0,0.85,0.28,0,13.81,12.97,0.56,0.56,0,10.43,0.85,0,1.97,0,3.1,0,0,0
21Day,4.07,0.37,0,15.91,0.74,5.92,0,4.81,0,1.85,0,0,1.48,1.85,10.73,1.48,1.48,5.92,5.92,21.83,0,0,4.07,0.37,3.33,7.77,1.11,0,0,8.88,1.85,0.74,0.74,0,1.11,0,0,2.96
3Month,0.1,3.54,0.83,40.46,0,0,1.25,1.46,4.58,13.52,0,0,65.43,19.56,1.87,10.51,4.68,14.15,12.38,17.16,4.26,0.1,2.08,1.98,1.25,0.21,2.29,0.83,0,0.73,1.87,52.32,0.42,0,0.21,2.91,18.72,12.69
22Month,0.27,2.73,1.5,11.75,0.14,0,1.78,1.5,0.96,28.15,9.29,0,158.38,8.47,4.65,14.21,0.96,3.42,17.9,20.77,0.68,4.1,2.6,0.41,1.09,0.41,2.73,1.64,0.82,0.96,0.27,18.86,1.5,0.55,0.27,0.27,0.14,4.51
