stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,70,28,0,114,4,1,0,0,0,0,4,0,0,0,0,6,30,36,108,0,0,1,81,6668,0,0,15,0,0,3,0,0,6,0,0,0
72hpf,46.79,46.5,0,29.03,19.73,16.91,0,0,0,0,0,0,0,0.56,0,7.61,52.42,3.66,60.32,0.85,0.85,0.56,215.9,1565.95,0.28,2.82,38.05,0.28,0,230.55,3.1,1.13,5.07,0,0,0
21Day,11.84,2.22,0.74,19.61,3.33,23.68,0,1.85,0,0,0,1.85,0,0.74,2.59,0.74,8.88,4.07,24.42,0,2.96,0,41.81,566.82,0,1.48,7.4,17.02,1.11,98.05,1.11,6.66,1.48,0.37,0,2.96
3Month,0.1,0.62,0.21,3.64,0.31,0,0,0,0.1,0.1,0,1.04,0.42,0,0.62,0.52,0.52,0.1,2.29,0,0,0.1,0.83,6.55,1.46,0,0,0.31,0.42,1.04,0.1,0,0.1,0.1,0.21,0.1
22Month,0,0.27,0,0.68,0.14,0,0.14,0,0.14,0,0,2.19,0,0,0.27,0.14,0.27,0.14,1.78,0.14,0,0,0.14,1.23,0.96,0,0,0,0,1.09,0,0,0.14,0,0,0
