stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,2,6,6,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,1.13,0,5.64,1.13,0.28,0,0,0,0.56,0,0,0,0,0,0,3.1,15.78,2.54,6.2,0,0,0.28,0,8.46,11.27,0.28,0,0,9.58,0.56,0,0,5.36,0,0,0.85,0,0,0
21Day,4.07,0.74,1.85,86.95,0.74,2.59,0,1.85,0.74,1.48,0.37,0,3.33,0,3.33,0.37,4.44,58.83,5.92,22.2,0,0,5.92,0.37,4.81,10.73,0.74,0,0,10.36,4.07,0,0.37,2.22,0,0.74,0.37,0,0,2.22
3Month,0,1.77,1.46,93.72,0,0,0.62,0.42,32.87,10.19,0,0,16.23,10.3,0.94,29.12,6.66,17.79,12.9,4.58,0.83,0,26.32,2.6,2.91,0.42,3.33,0.52,0,0.31,0.62,0.1,15.6,0.42,0,0,0,4.37,25.38,2.08
22Month,0,2.46,2.32,21.86,0.14,0,0.41,0.41,10.52,20.77,6.7,0,144.99,3.14,2.05,16.12,2.05,3.01,14.48,1.78,0.27,0.68,9.43,0.27,0.68,0.27,2.32,0.82,0.96,0.14,0,0,4.1,0.55,0.14,0,0,0.41,0,1.37
