stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0,1.97,0,0,0,0,0,0,0,0.28,0,0,1.41,1.13,1.69,0,0,0,0,3.66,3.66,0,0,0,1.13,0,0,0.85,0.28,0.28,0,0,0
21Day,0,0.37,0,4.07,1.48,0,0.37,0,0.37,0,0,0,1.48,0.37,0.37,1.85,2.22,1.85,0,0,0.37,0,1.48,0.74,0,0,0,0,0,0,0,0,0,0,0,1.11
3Month,0,0.52,0.42,5.51,0,0.1,0.21,0.94,1.87,0,20.28,1.25,0.21,2.7,1.04,1.04,3.95,1.98,0.1,0,0.83,0.1,0,0.1,0.1,0.1,0,0.21,0.31,5.1,0.1,0,0,0.52,18.93,1.25
22Month,0,0.27,0.14,2.6,0,0.27,0.14,0.14,2.05,0.41,24.32,0.27,1.09,2.73,0.14,0.14,3.28,2.32,0.14,0.96,0.41,0,0.27,0.14,0,0,0.14,0,0.27,0.14,0,0.14,0,0.14,0.27,0.68
