stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,17,14,13,0,0,0,0,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,3.66,0,1.13,0,0.28,0,0,0,0,0,0,0,0.85,0,1.97,6.76,0,5.92,0,0.56,0,0.28,8.74,21.7,0,0,0,1.97,0.85,0.28,1.13,0,0,0.28,0,0,0
21Day,5.92,0.37,0.74,7.03,0,8.51,0,5.18,0,0,0,0,0,0.37,0,2.96,0,0,1.11,0.37,18.5,0,0,1.48,0,2.96,13.32,0,0,0,4.81,1.11,0.74,1.48,0,0.37,0,0,0,0.37
3Month,0.42,1.25,0.73,48.37,0.1,0,1.04,1.66,0.1,1.56,12.69,0.21,0,25.48,7.28,3.02,8.01,1.66,19.35,8.53,19.56,8.32,0,1.25,1.46,0.83,0.83,1.14,0.21,0,0.62,3.22,442.28,0.42,0.1,0,0.1,3.85,105.47,9.67
22Month,0.27,0.41,0.68,4.78,0.14,0,0.68,0.82,0,0.55,8.06,0.55,0,6.56,2.32,5.88,3.42,0.14,1.91,8.34,13.53,0.41,0.14,0.41,0.14,0.41,0.27,0,0.41,0.14,0.14,0,30.2,0.55,0.14,0,0,0,0.14,1.78
