stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,1,21,0,0,18,0,0,0,0,0,0,0,0
72hpf,4.79,0.28,0,0.85,0,0.85,0,0,0,0,0,0,0,1.13,0.56,0.28,56.37,0,2.25,0,0,6.76,3.38,0,0,47.35,0.28,0,0,0.56,0,0.28,0,0
21Day,5.18,0,0,2.59,0.37,1.11,0,0,0,0,1.48,0,0,0,1.11,0.74,58.09,0,0,2.22,0,2.96,1.85,0,0,34.41,2.59,0,0,0,0.37,1.48,0.37,0
3Month,0,0.31,0.21,1.14,0,0,0.31,0.1,0.21,0.42,38.17,0.31,0.73,0.21,0.31,0.1,6.45,1.04,0.21,0.31,0.1,0.1,0,0.1,0.1,0.21,0.52,0.1,0.1,0,0,0,0.31,0.21
22Month,0,0,0.14,0,0,0,0.14,0,0,0.55,37.31,0.14,0.55,0,0,0.14,5.19,0.14,4.65,0.14,0,0,0,0,0.14,0.27,0,0,0,0,0,0,0,0.14
