stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0.85,0,0,0,0,0,0,1.13,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,12.21,0,0,0,1.85,0.37,0.37,0,0,0,28.12,0.74,0.37,1.85,4.44,2.59,0,0,0,0,1.11,0.74,0,0,0,1.11,1.85,0,0,0,0,0,0,0,15.54
3Month,0.1,3.33,2.6,82.28,0.42,0,1.46,0.73,23.51,14.15,0.1,20.18,28.81,9.47,34.53,4.06,17.16,15.91,4.26,1.04,0.1,5.3,1.87,1.04,0.31,2.08,0.42,0,0,2.18,0.1,7.28,0.31,0,0.1,4.99,2.91,71.67
22Month,0,13.53,4.92,53.43,0.27,0,2.05,2.32,14.07,39.76,10.39,59.31,17.08,20.91,48.1,2.46,8.47,32.8,9.43,0.27,3.69,4.78,0.14,1.23,0.14,3.01,0.27,0.41,0.27,0.96,0,3.55,1.09,0.41,0.14,2.32,0,51.65
