stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,10,14,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,20.29,1.69,1.41,0,0,0,0,0,0.28,0,0,0,1.97,4.51,0.28,49.32,0,1.69,1.69,0,13.81,8.17,0.56,0,0,12.68,0,0,0,0,0,2.54,0,0,0
21Day,1.11,0,0.37,35.15,0.37,0,0,0,0,0,0,0.37,0,0.37,0,0.37,4.81,0.37,32.19,0,0,5.18,0,4.44,1.11,1.11,0,0,3.7,0.37,0,0.37,0.37,0.74,0.37,0,0,0.74
3Month,0,0.94,0.31,12.9,0,0,0.1,0.21,0.62,0.21,0,1.56,0.42,0,1.04,0.62,2.81,0.21,2.29,0.73,0,0.94,0.21,0,0.1,1.04,0,0,0.21,0.31,0.83,0.21,0,0,0.21,0.21,0.31,0.62
22Month,0,0.55,0.14,10.39,0,0,0,0,0.68,0.55,0,36.49,0.55,0,1.78,0.14,0.82,0.82,1.64,0.14,0.68,1.5,0.41,0.14,0,1.91,0.27,0.14,0,0,0.27,1.37,0,0,0,0.14,0,0.27
