stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,3,1,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.69,0,0,0,0,0,0,0,0,0,0.85,7.05,0.56,1.97,0,0.56,0.28,0,5.36,3.95,0.28,0.28,0,1.41,0.28,0,0.28,0,0,0,0,0,0
21Day,0.37,0,0,4.81,1.85,0,0.37,0,0,0.74,0,2.59,0,1.11,3.7,0.37,2.59,0,0,0,0,3.33,1.11,0,0.37,0,0.37,1.11,0,0,0,0.74,0.37,0,0,1.11
3Month,0.1,0.52,0.21,4.89,0,0.1,1.77,0.94,0.1,21.53,1.04,0.1,2.6,0.73,1.14,0.31,1.25,0.21,0,0.21,0.42,0.21,0,0.1,0.1,0,0,0.62,1.66,0.1,0,0,0,0.62,0.52,0.52
22Month,0,0,0.14,0.41,0,0.14,0.41,1.64,0.68,10.8,0.27,0.14,1.23,0.14,0.41,1.64,0.41,0,0.27,0.27,0,0.14,0,0.14,0.14,0.14,0.14,0,0.14,0,0.14,0,0,0.14,0,0
