stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,0,2.96,0,0,0,0,0,0,0.37,0,0,0,0,0,0
3Month,0.62,0.31,5.62,0.1,0,0.42,0.1,0.1,2.08,0.1,6.76,2.08,0.31,3.33,0.52,3.02,2.18,1.98,0.94,0.1,56.79,0.21,0.31,0.1,0.21,0.21,0,0,2.5,1.87,0.21,0.62,1.46,2.08
22Month,0.27,0,1.37,0,0,0.14,0.14,0.27,3.14,0,7.65,0.41,0.14,0.96,0.27,0,1.91,1.64,0.14,0.27,22.27,0.14,0.14,0,0.14,0,0.14,0,1.09,1.78,0.14,0,0,0.27
