stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,2.82,0,0,0,0,0,0,0,0,0.56,3.38,0.28,0,0,0,0,0,2.54,0.56,0,0,1.13,0,0,0,0,0,0,0,0
21Day,0.37,0,0,6.66,0,2.22,0.74,0,0,0,0.74,0,0,0,1.48,3.7,0,1.48,0,0,0.37,0,1.85,0.74,0,0,1.11,0.37,0,0,0,0.37,0,0,0
3Month,0,0.31,0.1,4.37,0.1,0,0,0.73,0.31,0,4.99,0.42,0.1,1.14,0.42,0.21,0.31,0.73,0,0,0.1,0.62,0.73,0,0.62,0.1,0.21,0.1,3.64,0,0,0,0.31,0.83,0.73
22Month,0.14,0.82,0.14,1.91,0,0,0.14,0.82,0.82,0.14,22.55,0.41,0.27,4.51,0.27,0.41,0.27,0.96,0.14,0.55,0.14,0,0,0,0.27,0.14,0.14,0,0.68,0.27,0.14,0,0,0,0.55
