stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40,7,0,22,5,0,0,0,0,0,0,1,0,0,0,0,3,3,11,42,0,0,0,4,75,257,2,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,9.3,1.97,0,28.47,44.25,7.05,0,0,0,0.28,0,0,0,0,0.56,0,1.69,34.95,3.1,37.2,0,0.28,7.61,2.25,445.04,74.13,4.79,0.85,15.22,0.28,0,0.85,27.62,0.56,0.28,1.97,0,0,0
21Day,32.19,1.48,0,161.68,45.88,11.47,0,3.33,0,0.37,0,0,4.07,0.37,5.55,2.22,1.48,43.29,4.44,58.09,0,1.48,17.02,0,215.33,31.82,10.73,1.85,15.91,12.21,0,1.11,5.92,1.85,4.07,2.22,0,0,3.33
3Month,0.42,1.98,0.62,54.4,9.47,0,0.21,0.31,1.98,1.98,0.1,0,7.91,3.43,0.1,3.85,1.77,25.17,2.5,7.7,1.77,0,3.74,0.83,73.33,0.83,40.88,0.73,4.89,0.42,0.1,6.66,0.42,0,0,0.21,2.5,11.03,2.5
22Month,0.55,2.05,0.68,21.18,3.28,0,0.14,0,1.91,2.6,3.14,0,31.84,0.55,0.55,2.32,0,4.51,3.28,10.11,0.96,1.64,1.37,0,32.11,0.68,34.03,1.09,1.09,0.27,0,8.06,1.78,0.41,0,0,1.23,0,1.09
