stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,4.23,0,0,0,0.28,0,0,1.13,86.25,0,0,0,0,0,1.13,0.85,0,0.28,0.56,0,0,0,0,0,0,0
21Day,0,0,0,0.74,0,0.74,0,0,0,6.66,0,0.74,0.37,1.48,0.37,0.37,0.37,104.71,2.22,0,0,0,0,0.74,0.74,0,0.37,0.37,2.96,0,0,0.74,0,0,0
3Month,0.21,0.83,0,3.33,0.1,0,0.52,0.21,0.52,67.3,0,3.33,4.16,0,1.66,0,0.73,183.8,1.46,0.21,0.1,0.31,0.73,0.21,0,0.21,0.21,0.1,0.73,0.94,0,0,0.52,0.94,1.14
22Month,0,0.27,0.14,1.37,0,0,0.55,0,0,37.58,116.84,5.88,1.64,0.27,0.55,0,0.27,104.13,0.55,0,0.27,0,0,0,0,0,0.27,0,0.14,0.14,0.14,0,0,0,0.55
