stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,22,2,0,0,3,0,3,0,1,0,0,0,0,4,12,59,12,0,0,0,2,17,193,1,0,0,1,0,0,0,0,0,0,3,0,0,0
72hpf,5.36,6.2,0,9.02,4.51,4.51,0,0,0,2.82,0,0,0,0,3.66,0,6.76,26.21,14.09,21.42,0,1.13,1.69,4.23,277.06,91.88,1.13,1.69,0,18.04,0.28,0,0.28,14.66,3.1,1.69,8.74,0,0,0.28
21Day,6.29,1.48,9.99,44.4,2.59,14.06,0,3.7,0.74,4.44,0,0,4.81,4.07,18.87,20.72,4.44,9.99,27.38,14.43,0,0,2.22,6.29,100.64,55.13,1.85,2.59,0,17.76,10.36,0,0,7.03,4.44,7.77,3.7,0.37,0,9.25
3Month,0.42,5.3,5.41,61.79,1.04,0,1.56,1.66,15.81,103.08,0.42,0,83.94,152.59,12.38,275.85,5.72,12.48,151.03,15.91,2.91,0.62,6.45,67.82,9.15,2.7,15.29,1.87,0,2.39,4.06,0.31,72.92,0.42,0.31,0,0.73,9.26,79.26,76.97
22Month,0.68,6.7,13.53,44.41,0.68,0,3.14,1.23,14.48,229.57,30.2,0,472.4,79.39,23.37,314.84,1.91,4.78,193.36,15.85,0.27,12.98,5.47,8.88,5.06,1.5,18.58,1.5,1.09,0.55,1.37,0,14.21,13.8,32.25,0,0.41,0.27,0.55,46.6
