stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,6,4,1,0,0,2,0,0,0,1,0,0,0
72hpf,0,0.56,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.56,0,0,0,1.13,0.85,1.13,2.54,0.28,0,1.41,0,0,0,0.28,0,0,0
21Day,0.37,0,2.22,1.11,0,1.11,0,1.11,0,0,0.37,0,0,0,1.11,0.37,0.37,0,1.85,1.85,0,0,0.37,0.37,1.48,0,0.74,0,0,1.11,0.74,0,0,0.37,0,0,0.37
3Month,0.1,1.66,12.38,16.43,0.1,0,0.42,0.31,0.21,1.04,5.62,0.1,4.89,1.25,0.52,1.25,1.46,4.37,20.6,14.35,4.68,0,1.25,10.61,0.73,0.42,37.76,0.42,0,0.73,0.62,16.95,0.73,0.42,0.83,6.03,1.14
22Month,0,0.68,2.6,2.32,0,0,0,0.27,0,0.27,9.7,1.09,7.65,0.14,1.5,0.68,0,0.68,17.35,5.6,0.14,0.14,0.27,0,0.41,0.27,19.95,1.23,0.14,0.14,0.55,0.14,0.68,0,0,0,0.27
