stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36,86,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,10,16,0,0,0,0,5,12,0,0,8,0,0,0,0,0,0,0,0
72hpf,50.45,51.58,0,4.23,1.41,1.69,0,0.85,0,0,1.41,0,0,0,1.41,0,1.13,13.53,0.85,54.4,0,0.28,0.56,0.85,104,9.3,1.41,0.28,58.06,2.82,0,3.38,0.28,14.66,0,0,0
21Day,36.26,13.32,0,17.02,1.48,5.92,0,5.18,0,0,3.7,0,0.74,1.11,3.33,0.37,0,8.51,0.74,126.17,0,0,5.18,0.37,39.96,5.18,1.48,0.37,36.63,9.25,0,2.59,2.22,4.81,1.48,0,2.22
3Month,0.21,11.96,0.21,22.99,0.62,0,0.1,0.31,0.1,0.21,5.62,0.1,3.74,32.66,0.1,1.56,1.25,2.7,1.56,13.52,0.83,0,3.64,2.29,0.52,0.1,3.74,0.1,1.04,2.08,0.83,0.31,0,0.1,84.57,0.83,0.94
22Month,0,8.75,0.14,7.38,0.41,0,0.96,0.68,0.14,0,23.23,1.09,8.88,15.03,1.78,1.23,0.82,0.55,2.05,13.94,0.14,0.27,2.05,0.27,2.05,0.14,3.42,0,0.68,0.27,0,0.41,0,0.27,12.71,0,0.68
