stage,Cardiomyocyte,Epithelial.cell,Mesenchymal.cell,Neural.progenitor.cell,Osteoblast
24hpf,1,1,0,3,0
72hpf,0.563696112006446,0,0,0,0
21Day,0,0,0.739973720528564,0,0.369986860264282
