stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.94,5.36,0,14.37,3.95,19.45,0,0.85,0,0.85,0,0,0.28,0.28,3.95,39.74,1.13,72.72,0,3.1,0.56,1.41,183.76,75.54,0.85,1.69,40.59,0.56,0,0,9.86,0.56,0,3.1,0,0,0
21Day,16.28,4.07,1.85,66.97,2.59,37,0,6.66,0.37,1.11,11.47,1.11,17.76,9.25,2.96,36.26,8.51,109.89,0,0,11.47,2.96,72.52,38.85,2.22,2.59,29.6,19.24,0,1.85,8.14,4.81,15.54,1.11,0.37,0.37,11.47
3Month,0.42,0,0.1,2.29,0,0,0.1,0,0.31,0.73,4.68,0.42,0,1.56,0.21,0.42,0.94,2.39,0.31,0,0.31,1.56,0.1,0.1,0.31,0.1,0.1,0.83,0.1,100.48,0.1,0,0,0,0.42,23.3,0.62
22Month,0,0.14,0,0.27,0,0,0,0.14,0,0.14,1.23,0,0,0,0,0,0.27,1.64,0,0,0,0,0.14,0.14,0,0.14,0.14,0,0,14.35,0,0,0,0,0,0,0
