stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.13,0.56,0.56,0,0,0,0,0,0,0,0,0.56,2.25,0,2.82,0,0,0,0,56.65,12.4,0,0,3.38,0,0,3.1,0,0,0,0,0,0
21Day,0.74,1.11,0,2.96,0,0.37,0.74,0,0,0,0.37,0,0.37,0.37,0,0.37,0,3.33,0,0,0,0,14.06,4.07,0,0,1.11,0.37,0.37,0.74,0,0.37,0.37,0,0,0
3Month,0,1.87,0.1,4.37,0.1,0,0.21,0.31,0.42,0,7.49,1.66,0,0.94,0.52,1.14,1.14,4.58,0.73,0.1,0.52,0.42,0.73,0.21,2.7,0.83,0.42,0.42,8.53,0,0,0,0,0.94,3.64,1.04
22Month,0.14,1.23,0.14,1.91,0,0,0,0.14,0.27,3.55,9.7,0.27,0,0.55,0.14,0.55,1.23,1.37,0.14,0.27,0.14,0,0.41,0,0.68,0.82,0,0,0.41,0.96,1.09,0,0,0,0,0.14
