stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0.37,0,0.37,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0.37,0,0,0,2.22,0,0,0,0,0,0,0,1.11
3Month,0.31,0.62,0.31,4.58,0,0,0.1,0.83,3.54,0,9.47,2.91,0.1,3.54,0.52,2.5,1.35,20.91,1.14,0.1,0.52,0.52,0.1,0.1,0.52,0.31,0.1,0.21,1.25,0.21,0.1,0.1,0.42,0.31,7.59
22Month,0.27,1.37,0.14,3.01,0,1.5,0.14,0.68,2.87,0.27,17.9,2.19,0.55,2.19,0.55,0.14,1.91,12.98,0.55,1.5,0.68,0,0.41,0,0.27,0.96,0.14,0.14,0.41,0.55,0,0,0.14,0,2.87
