stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,10,0,16,0,2,0,1,0,0,0,0,0,0,0,0,5,6,65,0,0,0,12,605,0,0,6,0,0,0,0,0,2,0,0,0
72hpf,5.36,3.38,0,3.38,2.25,1.97,0,0.85,0,0,0,0,0,0.28,0,1.13,3.95,0.85,12.68,2.25,0.56,0,200.39,83.99,0,0.56,5.36,0.56,0,6.2,1.13,1.13,0.56,0,0,0
21Day,12.21,1.48,0,5.92,1.11,4.07,0,7.77,0,0.74,0,1.85,0.37,3.7,0,0.37,1.11,1.85,14.43,0,1.11,0,71.04,38.11,0.37,0.37,5.92,2.96,1.85,2.59,0.74,0.37,0.37,0,0,0.74
3Month,0.21,1.14,0.42,4.37,0,0,0.21,1.77,0.21,0.42,0.1,3.85,1.14,0.52,0.94,0.73,0.83,0.73,1.77,0,1.56,0.62,0.83,0.31,0.83,0.21,0,0.52,72.5,0.1,0,0,0,0.52,32.35,3.02
22Month,0,0.96,0.27,1.78,0,0,0.27,0.82,0,0.14,0.82,5.33,0.41,1.23,1.64,0,0,0.96,0.68,0.96,0.41,0,0,0.55,0.55,0.14,0,0.14,19.54,0.14,0,0,0,0,0.41,0.68
