stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,5,51,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0.85,0,1.69,0.85,1.69,0,0,0,0,0,0,0,0,0,0.85,4.79,0.28,4.79,0,0,0.28,0.28,30.72,10.71,0.56,0,3.95,0,0,0.56,0,0,0,0,0
21Day,2.22,0,0,6.66,0,8.14,0,2.59,0,0,0,0.74,0.37,2.22,0,0,1.85,1.48,6.66,0,0,1.85,0,9.25,3.7,0,0.74,3.7,1.11,0.37,1.85,0.74,0.37,0,0,1.11
3Month,0.1,1.14,0.42,9.88,0.21,0,0.21,0.1,1.46,2.18,0.1,16.85,1.46,0.21,4.26,0.62,3.74,1.35,2.5,0.31,0,1.46,1.35,0.31,0.1,0.94,0.52,0.1,0.52,11.13,0.31,0,0.31,1.56,9.36,1.87
22Month,0,1.5,0.68,5.88,0,0,0.41,0.55,1.37,3.83,1.5,34.85,0.96,1.37,6.42,0.41,1.09,3.42,2.46,0,0.55,0.96,0,1.23,0,0.55,1.09,0.14,0.14,6.15,0.27,0.41,0,0.68,0,1.09
