stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,4,0,0,0,0,2,22,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,2.54,2.54,0,5.36,0.28,1.69,0,0.28,0,0,0,0,0,0,0,0.85,0,5.64,27.06,3.66,6.76,0,1.41,0,0,53.55,21.14,0.28,0.56,0,8.17,0.56,0,0,3.38,0.85,0.85,0,0,0
21Day,3.7,1.11,2.96,26.27,0.37,5.92,0,1.85,0,0.74,0.74,0,0,2.96,1.11,6.29,2.22,2.22,10.36,7.4,17.76,0,0,3.33,0,22.94,8.51,0.37,2.96,0,7.77,1.85,0,0.37,1.48,1.48,0.37,0,0,3.7
3Month,0.31,5.3,3.02,50.97,0.62,0,0.31,0.94,0.31,11.96,23.3,0.21,0,89.14,14.15,1.98,47.02,6.76,9.26,22.78,13.52,2.18,0.21,12.38,5.3,4.37,0.52,4.26,8.22,0,1.04,2.91,0.1,39.73,0.52,0,0.62,7.28,30.06,14.77
22Month,0.14,5.6,3.01,17.35,0.27,0,1.09,0.41,0,7.11,62.04,11.34,0,194.32,8.61,3.55,58.35,1.78,1.91,28.15,9.84,0.14,2.6,5.6,0.41,2.32,0.27,5.6,8.06,0.82,0.55,0.14,0,10.11,2.32,1.09,0.27,0.55,0,6.29
