stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,0.85,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,0.28,0,0.28,0.28,0,14.94,5.36,0,0,0,0.56,0.28,0,0.56,0,0.28,0,0,0
21Day,0.74,0,0,3.33,0.37,0.74,0.37,0,0,0,0,0,0.37,0,0.37,1.85,0,1.11,0,0,1.48,0,5.55,1.85,0,0,0,1.85,0,1.48,0.37,0,0.37,0,0,0
3Month,0.1,0.21,0.1,9.36,0.42,0,0.1,0.83,1.66,0.21,27.15,5.2,0.1,3.54,0.62,4.99,1.56,1.98,0.52,0.1,4.06,0.73,0.62,0.31,0.62,0.21,0,0.31,0.94,16.33,0.52,0.1,0,0.52,4.26,0.83
22Month,0,0.96,0.41,5.6,0,0,0.14,0.68,2.32,2.19,26.92,0.55,0,2.6,0.14,0,1.78,1.37,0,0.82,1.09,0,0.41,0,0.27,0.41,0.27,0.14,0.27,5.06,0.27,0.14,0,0.14,0,0.27
