stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0,0,2.54,0.28,3.95,0,0.28,0,0.28,0,0.28,0,0,0,0.56,7.89,0.28,3.66,0,0.28,0,426.15,22.83,0.56,0.85,2.54,0,0,3.38,0.28,0.85,1.13,0,0,0
21Day,2.22,0,0.74,3.33,0.37,5.18,0,0.37,0,0,0,0.74,0.37,0.74,0.74,0.37,1.85,1.11,5.55,0,0,1.48,181.29,12.21,0.74,1.11,1.11,6.66,1.11,0.37,1.48,1.48,0.74,0,0,1.11
3Month,0,0.1,0.21,2.81,0.1,0,0,0,0,0.62,0,3.74,0.94,0.1,0.42,0.52,2.29,1.04,1.25,0.1,0,0.21,2.18,0.42,0.42,21.43,0,0.31,32.14,0,0,0,0,0.21,3.12,0.62
22Month,0,0.27,0,1.78,0.14,0,0.27,0,0.14,1.64,0.27,12.16,0.96,0.14,1.09,0.27,0.68,0.55,2.19,0.14,0.27,0.27,2.87,0,1.23,77.07,0,0.14,8.75,0.14,0,0,0,0,0,0.14
