stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,9,103,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,1.41,0.56,0.28,0.56,0.56,0,0,0,0,0.56,0.56,0.28,5.92,0,0,0,22.27,21.42,0,0.56,0,10.15,0,0,2.54,0,0,1.41,0,0,0
21Day,1.11,1.11,4.81,1.11,0.37,0.37,0.37,0.37,0,0.37,0,1.48,1.11,15.17,0,0.37,0,17.39,14.43,0,0,0,11.47,0.37,0,1.48,0.37,0.74,0.74,0,0,0.74
3Month,0.31,0.31,0.73,0,0,2.91,0.62,0.52,0.31,0.21,0,0.21,0.62,2.29,0.21,0,0.1,0.1,0,0.1,0.1,0,0.73,0,0.21,0,0,0,0,0.1,0.73,0.31
22Month,0,0.14,1.23,0,0,5.88,4.37,1.09,0.41,0.14,0.14,0,1.5,1.91,0,0,0,0.27,0,0.14,0.14,0.14,0.27,0,0,0,0,0,0,0,0,0.14
