stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.85,0.85,14.09,0,3.38,0,0,0,0,0.28,0,0.56,0,0,1.69,229.42,15.22,0.56,5.64,0,1.41,0,0,27.06,18.32,0.85,0.28,0,5.36,0,0,0,1.41,0,0.28,1.41,0,0,0
21Day,15.17,5.55,56.61,66.23,1.85,46.25,0,8.88,0,7.4,1.11,0,11.1,2.59,11.1,501.7,7.03,30.34,14.43,62.9,0.37,2.59,7.03,0.74,82.51,24.79,1.85,2.59,0,25.53,30.71,0,0,6.66,4.44,9.62,1.85,0,0,15.54
3Month,2.7,17.58,93.41,362.08,1.46,0,16.75,2.18,1.14,298.94,68.76,0.1,211.67,88.73,5.72,2264.35,17.68,62.83,50.14,90.39,19.14,1.98,19.24,16.02,7.07,1.56,14.67,7.28,0,3.74,41.81,0.42,52.63,3.22,0.31,0,1.25,18.83,32.04,69.69
22Month,1.23,10.8,105.77,87.87,0.14,0,4.1,0.27,0.27,116.56,23.5,8.2,163.98,6.29,2.32,1621.89,1.78,4.37,16.67,37.99,2.05,10.66,6.83,0.55,1.64,0.55,8.06,5.19,1.23,2.19,4.78,0,7.52,4.1,0.82,0,0,1.78,0.14,8.61
