stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0,0,0,0,0,0,0.28,0,0,0,0.28,9.58,0.28,6.76,0,0,0,0,1.41,0.85,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.37,0,0,18.5,0.37,0.37,0,0,0,0.37,0,0,0,0.37,2.96,0.37,15.91,0,4.07,0,0,0.37,0,0.74,1.85,0,0.37,0,1.11,0.74,0,0,0,0.37,0,0,0
3Month,0,0.21,0.1,18.83,0.21,0,0.21,0,0.42,0.83,0,10.92,1.04,0.21,14.04,0.31,9.26,0.94,8.22,0.42,0,0.21,0.21,0.21,0,0.83,0,0,0,0.42,1.56,0,0,0,0.31,0.73,1.25
22Month,0.27,0.82,0.68,6.7,0,0,0.41,0.27,0.96,1.91,1.23,62.04,0.68,0.41,13.66,0,0.96,2.32,9.7,0.14,1.23,0.41,0,0.14,0.14,0,0.27,0.14,0,0.55,0.41,0.41,0.27,0,0,0,0.68
