stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,20.57,5.64,0,9.58,3.1,10.15,0,0,0,0,0.28,0,0,0,0.28,0.28,4.79,28.18,2.54,26.21,0,0.85,1.41,0,1947.85,92.45,0.85,1.69,0,39.74,0.56,0,10.43,39.18,41.71,0.56,0,0,0
21Day,15.54,4.81,3.33,40.33,1.48,37.37,0,4.81,0.37,0,1.11,0,4.81,0,8.88,6.66,2.59,22.57,9.62,52.91,0,0.37,9.25,0,1108.85,36.63,2.96,3.7,0,26.64,28.49,0.37,7.03,86.21,251.96,4.07,0,0,9.99
3Month,0.21,5.72,0.21,2.6,0,0,0.1,0,0,0.21,0.52,0,3.95,0.94,0.1,1.66,1.25,1.14,1.04,1.98,0.31,0.1,0.21,0.21,36.41,0.1,4.37,0.31,0,0,0.62,4.47,2.18,2.08,0.52,0,0.21,23.4,0.31
22Month,0,29.52,0.14,2.19,0,0,0.55,0,0,0,3.28,0.41,12.16,0.82,0.27,2.32,0.55,0.41,1.78,3.42,0,0.27,0.27,0.14,47.55,0,5.19,0.27,0.14,0.14,0.14,5.88,17.49,55.75,0.14,0,0.41,0,0.96
