stage,Intestinal.bulb.cell,Mesenchymal.cell,Neural.progenitor.cell,Retinal.cell
24hpf,0,0,1,0
21Day,0,0,0,0.369986860264282
22Month,0.273298863976266,0.136649431988133,0,0
