stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.56,0,0,0.28,0,0.56,0.56,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0.74,0,0.37,2.96,0,0.37,0,0,0,0,0,0.37,0,0,0.37,0,1.11,0,3.7,0,0,0.37,0,0.37,1.48,0,0,0,0.37,0.74,0,0.74,0,0,0,0
3Month,0,0.31,0.42,5.51,0,0,0,0.1,0.52,0.21,0,7.91,0.83,0.1,2.18,0.62,2.6,0.31,3.12,0.73,0.21,0.1,0.52,0.42,0,0.21,0,0,0.31,1.04,2.6,0.1,0,0.42,1.35,0.42
22Month,0.27,2.73,6.56,25.96,0.14,0,1.5,0.27,5.06,7.93,7.93,129.41,2.05,1.23,15.99,1.09,5.33,5.6,13.25,0,43.73,2.73,0.14,0.82,0.14,1.5,0.41,0.41,0.27,0.27,1.37,1.09,0.68,0.55,0,2.32
