stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,49.04,0.28,0,1.69,0,1.13,0,0,0,0,0,0,0,0,0,0.56,8.46,0.28,1.41,0,0.85,0.28,0,9.86,6.2,0,0.28,2.54,0,0,0,0.28,0.28,0.85,0.28,0,0,0
21Day,53.65,1.85,0.37,12.21,0.37,8.51,0,2.22,0,0,0,1.11,0.74,4.81,1.48,0.74,6.29,2.59,25.16,0,0,2.96,0,15.54,8.14,0.37,0,2.96,4.81,0,1.11,2.96,1.48,4.07,0.37,0,0,1.11
3Month,7.07,0.52,0.31,4.78,0,0,0.42,0,0.83,6.03,0,6.35,6.87,0.21,3.02,0.62,3.64,4.47,2.91,0.83,0,0.52,0.42,0.1,0,0.31,0.1,0.31,0.31,0.1,7.28,0.1,0,0,0.1,0.73,17.37,2.39
22Month,3.01,0.55,0.27,1.5,0,0,0.14,0,0.27,6.56,0.55,10.8,2.73,0.27,1.5,0.27,0.27,3.83,2.32,0,0.27,0.68,0,0,0.14,0,0.14,0.27,0.14,0,5.74,0.14,0,0,0,0.27,0,0.55
