stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,35,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0.28,1.41,0,0,0,0,2.54,0,0,0,0,1.13,0,0,0,0,0,0,0,0
21Day,2.22,0.37,0,50.69,0,0.74,0,0,0,0,0,0,0,0,0,0,0,4.44,0.37,1.11,0,0,0,0,1.11,1.48,0,0,0,0.37,0.74,0,0,1.85,0.37,0,0,0
3Month,0.42,0.73,0.42,197.01,0.1,0,0.52,0,0.83,1.77,0.21,0,73.64,1.77,0,3.22,3.12,15.29,1.35,5.51,0.42,0,0.42,1.14,0.52,0.21,0.83,0,0,0.1,2.6,1.14,0,0,0.42,0.52,1.04,0.83
22Month,0.14,0.41,0.27,16.26,0,0,0.27,0.27,0.14,3.55,0.55,0,202.79,0.27,0.14,1.5,0.14,2.32,2.6,15.58,0.14,2.05,0.14,0,0.27,0,0.14,0.14,0.14,0,0.14,0,0.27,0,0.14,0,0,0.14
