stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,248,3,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0,0,0.56,50.73,0.56,0,0.28,0,0,33.26,2.82,0,0,0.28,0,0,0.85,0,0.28,0,0,0
21Day,0,0,0,1.11,2.59,0,0,0,0,0,0.37,0,7.4,0.37,0,0,92.87,2.59,0,0,0.37,0,21.46,2.22,0,0,0.74,2.96,0.74,0,0,0,0,0,5.18
3Month,0.21,0.1,0.21,4.68,0,0.42,0.1,1.04,1.25,0,8.11,2.81,0.83,3.64,0.52,1.14,235.18,3.22,0.31,0.1,0.73,0.52,5.62,0,0.1,0.21,0.21,1.35,3.85,0,0,0,0.94,1.35,54.92
22Month,0.14,1.23,0.41,5.19,0,0.55,0.14,0.82,6.42,1.78,30.47,0.68,2.05,2.6,0.27,1.09,296.8,4.37,0,3.55,0.14,0,3.55,0,0.68,0.96,0,0.27,1.64,0.41,0.41,0,0.27,0,31.98
