stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,9,0,0,0,0,1,6,0,0,8,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,6.48,0,9.58,0.56,0.28,0,0.28,0,0,0,0,0.28,0,0,0,5.64,17.19,0,17.19,0,2.25,0,0,2.54,0.85,0.28,0,18.32,0,0,0,0.56,0,0,0.56,0,0,0
21Day,0.37,2.22,0.37,3.7,0,0,0,0,0,0,0,0,5.55,0,0,2.22,0.37,1.85,0.74,18.5,0,0.37,0.74,0,1.11,0.37,0,0.37,6.29,2.22,0,0,0,0,0.37,2.96,0,0,0
3Month,0.62,10.82,3.22,12.79,0,0,1.04,0,0.73,2.5,3.22,0,386.53,2.6,0.94,39.84,1.77,6.45,12.17,12.48,2.7,1.46,2.29,3.33,1.35,0.1,0.52,1.04,1.35,6.45,0.1,4.89,0.21,0,0,0.62,10.82,1.66,2.29
22Month,0,4.24,1.09,3.42,0,0,0.96,0,0.14,0.41,1.37,0.27,225.2,0.27,1.5,24.6,0.14,0.41,12.98,6.56,0,4.78,0.14,0,0.14,0.14,0.27,0.27,0.41,0.27,0,1.64,0.41,0.14,0,0.14,0.14,0,0.41
