stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,2,5,3,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,3.1,0.85,0.85,0,0,0,0,0,0,0,0,0,0,6.2,33.82,0.28,2.54,0,1.69,0.56,0,10.43,8.46,0.56,0,0,2.54,5.64,0,2.54,0,0.28,0,0,0
21Day,1.48,0.37,1.48,64.75,0.74,3.33,0,0.37,0.37,2.22,0,0,22.57,16.65,11.47,1.85,4.44,39.96,11.84,6.66,0,0,3.33,0,5.55,3.7,0,0.74,0,5.92,17.39,0.37,1.11,0.74,0.74,0,0,1.48
3Month,0.1,0.62,0.52,35.47,0,0,0.73,0.1,26.84,1.46,0,0,79.26,14.87,1.35,35.89,3.33,3.43,12.38,1.46,0.31,0.1,12.07,1.66,0.62,0.21,2.39,0.1,0,0.31,4.99,15.71,0,0,0,0.42,2.39,1.98
22Month,0,1.78,2.87,16.4,0,0,1.09,0,18.31,8.2,19.54,0,864.72,18.45,8.61,42.77,1.91,1.5,25.42,3.14,0.14,8.61,8.61,0.41,1.37,0.41,1.5,1.09,3.55,0,1.09,7.93,0.27,1.23,0,0.14,0,3.28
