stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0.56,2.54,0.28,0.56,0,0.28,0,0,1.13,0.85,0,0,0.28,0,0,0,0,0,0,0
21Day,0.74,0,0,7.03,0,0,0,0,0,0,0.74,0,0.37,0,0.37,0.37,1.48,4.07,0,2.96,0,0,0.74,0,0.37,0.74,0,0,1.85,0.74,0,0.37,0.74,0,0,0.74
3Month,0.21,0.62,0.31,25.48,0.1,0,0.42,0.1,0.1,5.93,2.7,0,40.46,2.7,0.52,14.25,2.5,13.83,4.78,3.33,0.31,0,1.87,1.25,0.1,0.31,1.98,0.1,0.21,0.94,2.81,0.1,0.1,0.42,0.21,5.82
22Month,0,4.92,2.19,17.76,0,0,0.27,0,0,5.6,3.69,19.27,114.79,2.19,1.5,16.12,1.78,9.57,5.74,8.2,0.27,2.6,1.23,0.14,0.14,0,1.5,0.68,0.14,0,0.27,1.23,0.14,0.68,0,4.24
