stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,3.66,0,0,0,0,1.69,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0
21Day,1.11,1.11,0.37,2.96,0,0.37,0,0,0,0,0,0,5.55,0,0,14.8,0,1.48,0,1.11,0,0,0.37,0,1.48,0.37,0,0,0,0.37,1.85,0,0.37,0,0,0,0.74
3Month,0.42,2.29,0.83,11.55,0,0,0.83,0,0.1,3.12,1.56,0,118.16,1.25,0.1,103.29,0.31,1.98,0.94,2.6,1.46,0.1,0.42,0.42,0.21,0,0.1,0.42,0,0,3.85,0.73,0.52,0,0.42,1.04,1.14
22Month,0,13.39,1.23,21.45,0.14,0,0.14,0.14,0,3.14,0.82,4.51,186.8,0.41,0,132.14,0,0.41,0.41,2.05,0.27,3.28,0.68,0.14,0,0,0.68,0.41,0.41,0,0.14,0,3.28,0.27,0.14,0,0.41
