stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,13,0,0,0,0,0,0,0,0,0,0,0,2,7,13,15,0,0,0,17,285,0,0,0,1,0,0,0,0,0,2,0,0,0
72hpf,2.54,3.38,0,2.54,0.56,0.85,0,0,0,0.28,0,0,0,0,0,0.28,13.53,3.38,10.43,0,0.28,0,54.4,45.94,0,0.28,0,8.46,0.56,0,4.51,0.28,0,0.85,0,0,0
21Day,2.22,0.74,0.37,12.58,0.37,4.44,0,1.11,0,0.74,0,1.11,0,0,0.37,0.74,8.51,4.07,8.51,0,0,0.37,24.05,21.46,1.11,1.11,0,4.81,0.74,0,2.59,1.11,1.11,1.85,0.37,0,1.11
3Month,0.1,1.14,0.21,9.47,0.21,0,0,0,0.42,0.62,0,4.99,1.46,0.1,1.77,0.31,1.66,2.5,2.29,0.94,0.1,1.25,0.42,0.1,1.35,0.52,0,0.1,0.42,10.19,0.31,0,0,0,4.47,3.22,2.29
22Month,0,5.6,0,2.87,0.68,0,0.14,0,0.41,3.01,0.55,20.09,1.37,0.96,2.19,0.41,0.55,2.73,1.91,0.68,0.82,0.68,0.27,0.14,0.41,0.55,0.14,0.41,0.27,1.23,0.41,0,0,0,1.5,0,1.5
