stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,1.97,0.28,0.28,0.28,0,0.28,0,0,0,0.28,0,0,1.13,0.56,1.41,0,0,0,38.33,9.58,0.56,0,0,1.41,0.28,0,1.41,24.8,19.17,0,0,0,0
21Day,0.74,0,0,4.07,0.37,3.33,0.37,0,0,0,0.37,0,1.85,0,0.74,1.85,0.74,3.33,0,0,0,12.21,6.29,0.37,0,0,2.59,0.37,1.85,1.85,28.49,100.27,0.37,0,0,1.11
3Month,0,0.21,0.42,3.02,0.1,0,0,0.31,0.52,0,82.28,0.73,0.21,2.18,0.21,0.94,1.14,0.94,0.1,0.21,1.04,0.31,0.1,0.42,0.21,0,0,1.25,36.51,0.1,0.21,0.21,0,0.52,2.7,1.25
22Month,0.14,0.14,0,0.41,0,0,0,0.14,0.27,0.14,3.55,0.27,0.27,0.68,0.14,0,0.27,0.55,0.14,0.14,0,0.27,0,0.55,0,0.27,0.14,0,8.47,0.27,22.27,0,0.14,0,0,0.41
