stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,246,142,1,383,7,2,0,3,0,0,1,0,18,0,0,2,0,23,13,63,1871,0,2,0,0,209,2728,0,0,356,1,0,0,0,0,16,0,0,0
72hpf,88.78,13.53,0,74.41,13.81,30.16,0,0,0,0,0.56,0.56,0,0.28,0,1.69,0.56,13.81,89.63,6.76,1475.47,0,3.66,44.81,0.56,232.52,217.59,1.69,2.54,1451.52,1.13,0.28,54.4,1.41,1.41,43.12,0,0,0
21Day,86.95,3.33,2.96,78.07,8.51,45.88,0,7.03,0,1.11,1.11,0.37,0,5.92,2.59,12.21,10.36,4.81,42.92,11.84,1547.29,2.22,0.37,110.63,0,71.04,70.3,1.48,1.11,507.25,58.09,1.11,24.05,6.66,14.43,21.09,1.48,0,6.66
3Month,2.91,5.51,1.14,34.85,0.73,0,1.77,0.73,6.66,3.74,21.64,0.31,0,21.43,8.22,1.46,12.17,6.03,17.79,8.01,649.38,137.93,0,28.81,1.56,2.29,5.51,2.5,1.04,11.03,6.45,59.5,4.47,0.31,0,8.32,9.78,43.38,6.97
22Month,0.41,3.01,1.09,17.49,0.27,0,0.55,0.27,0.55,2.05,4.92,8.61,0,16.67,1.5,2.32,4.24,1.5,1.5,5.74,132.14,4.51,1.09,6.29,0,1.5,1.5,1.37,0.82,0.82,0.14,23.09,10.11,0.82,0,1.5,1.23,0.27,0.27
