stage,Epithelial_cell,Goblet_cell,Hepatocyte,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Spermatocyte,T_cell
3Month,1.35,0.1,0,0.73,0.21,0.21,0.1,0.1,0.1,0.1,0.1
22Month,0,0,0.55,0.27,0,0,0,0,0,0,0
