stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,19,0,0,0,0,0,0,17,0,0,0,0,4,44,133,17,0,0,0,0,9,91,5,0,0,1,0,0,0,0,2,0,0,0
72hpf,0.56,0,0,1.13,23.11,0.28,0,0,0,0,0,0,0,0,0,0,0.85,1.69,0.56,0,0,0,0,3.38,1.41,2.82,0,0,0.56,0,0,0.28,0,0.28,0,0,0
21Day,0.74,0,0,1.48,15.17,0.37,0,0,0,0,0,1.48,0,0,0.37,0.74,2.22,5.92,1.11,0,0.37,1.85,0,1.11,0,1.85,0,0,0.74,0,1.85,0.74,0,0.37,0,0,0.37
3Month,0.31,0.1,0.31,5.93,3.12,0,0,1.04,0.73,0,0,11.44,0.73,0.1,1.25,0.1,1.14,12.27,0.94,0.21,0,0.21,0.42,0,0.1,10.71,0,0,0.1,0.73,46.6,0.21,0,0.1,0.1,2.81,0.83
22Month,0,0.82,0.55,8.75,1.37,0,0.27,1.5,5.19,2.32,0,34.3,0.55,0.68,0.82,0.41,0.27,24.73,1.91,0,1.23,0.82,0,0.27,0.27,5.06,0.14,44.82,0,0.14,26.51,0.82,0.14,0.27,0,0.14,0.82
