stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,1.41,0,16.35,0.56,0,0,0,0.56,0,0.28,0,0,0
21Day,0.37,0,0,0,0.37,0.37,0.37,0,0,0,0,0,0.37,0,1.11,0,0,0.37,0,0,0,6.66,0,0.74,0.37,0,0.37,0.37,0,0,0,0
3Month,0,1.56,1.77,0.1,0,0,1.14,0.42,0,0,1.46,4.26,0,0.42,0.94,0.31,0.42,1.56,0.1,0,0.94,2.39,0.1,0.62,0,0.83,0,0.21,0,0.1,0.1,0.1
22Month,0,0.55,0.41,0,0,0,0.27,0,0.14,0,2.05,0.14,0,0.14,0.14,0,0.14,0.27,0,0,0.41,0.27,0,0.14,0.14,0,0.14,0,0,0,0,0
