stage,Cardiomyocyte,Epithelial.cell,Hepatocyte,Macrophage,Mesenchymal.cell,Neural.progenitor.cell,Primordial.germ.cell,Retinal.cone.cell,Spermatocyte
24hpf,0,1,0,0,0,1,0,0,0
72hpf,0.281848056003223,0,0,0,0.281848056003223,0,0,0,0
21Day,0,0,0,0,0,0,0,0.369986860264282,0
3Month,0,0.104017006644673,0.104017006644673,0.104017006644673,0,0,0.520085033223363,0,0.520085033223363
