stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,30,3,0,5,0,35,0,4,0,0,0,0,0,1,0,0,1,7,29,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,2,0,0
72hpf,58.62,3.66,0,4.79,0.28,547.63,0,12.4,0,0,0,0.28,0,0.56,0,0.28,6.2,0,7.61,0,0,1.97,0.28,30.44,9.86,0,0.28,0,21.42,0.28,0,0.56,0,0.28,4.51,0,0
21Day,86.58,0.74,0.74,12.58,1.48,1346.75,0,270.83,0,0.74,0,1.85,0.74,8.88,1.11,1.48,8.51,7.4,15.91,0,0,17.02,0,24.42,7.4,0,0.74,0,21.09,24.42,0.37,0.74,0.37,11.84,0.37,0,3.7
3Month,1.04,1.56,0,13.52,0,0,14.04,10.61,0.42,0.62,0.83,5.2,1.04,0.31,1.87,0.42,1.87,1.04,1.87,0.21,0,1.77,0.42,0.31,0.1,0,0.1,0,0,0.42,3.64,0,0,0,0,4.89,1.14
22Month,0.27,1.5,1.09,6.15,0.14,0,10.93,7.79,0.14,1.37,0.96,16.67,0.41,1.09,1.09,0.14,0.55,1.5,0.82,0,0.55,1.64,0.14,0.41,0.27,0.14,0.27,0.14,0,0.14,3.42,0.27,0,0,0,0,1.09
