stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,93.29,0,0,0.28,0.28,0.56,0,0,0,0,0,0,0,0,0,0.28,1.69,0,1.97,0,0.28,0,0,8.74,2.82,0,0,0,1.41,0,0,1.41,0.28,0.28,0,0,0
21Day,37.74,1.11,0,2.22,0.74,1.11,0,0.37,0,0,0,0,0,0.74,0.37,0,0.37,0,4.07,0,0,0,0,2.96,1.11,0,0.37,0,1.11,0.74,0.37,0.37,0,0,0,0,0
3Month,0.83,0.94,0.21,4.99,0,0,0,0,0.42,0.73,0,19.56,1.04,0.21,2.81,0.52,1.56,2.29,1.66,0.52,0,0.1,0.42,0.21,0,0.1,0,0,0.21,0.73,21.01,0.21,0,0,0.73,8.01,1.98
22Month,0.55,4.78,0,2.87,0,0,0.14,0.27,0.96,2.73,1.64,51.65,1.23,0.68,26.51,0,1.09,2.6,2.87,0.27,1.64,0.41,0,0.27,0.14,0.27,0.27,0.14,0,0.27,5.19,0.14,0.14,0,0.14,0,0.41
