stage,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
72hpf,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0,0
21Day,1.11,0.37,0,0,0.37,0,0,0,0.37,0,0.37,0,4.07,0.37,0,0,0,0.74,1.11,0,0
3Month,0.1,0,0,0,0.31,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1
22Month,0.14,0,0.41,0.14,4.51,0.41,0.14,0.14,0,0.41,0.27,0.27,0.14,0,0.27,0.68,0.14,0,0,0,0
