stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,12,0,0,0,0,7,99,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.85,0,1.97,0.56,0.56,0,0.28,0,0,0,0,0,0,0,0.85,0,4.51,3.1,0.28,5.64,0,1.41,0,0,26.78,31,0,0.85,0,4.51,0.28,0,3.38,0.28,0.28,0,0,0
21Day,4.07,1.11,0,8.51,0.37,3.33,0,2.96,0,0,0,0,0,0.37,0,2.59,0.37,0,1.48,1.85,9.62,0,0,1.11,0,5.55,11.1,0,0,0,1.11,1.48,1.48,2.22,0.74,0.74,0,0,0.74
3Month,0,0.31,0.31,5.93,0,0,0.31,0.83,0.1,0.21,0.31,0,0,12.38,0.73,1.25,1.46,0.31,2.5,1.14,1.25,0.52,0.1,0.1,0.42,0,0.31,0.31,0.1,0,0.1,0.31,19.66,0,0,0,0.31,2.39,2.18
22Month,0,0.41,0,1.37,0,0,0.27,0.55,0,0.14,0.55,1.09,0,27.19,0.27,2.46,2.32,0.27,0.41,2.05,1.09,0,0.96,0,0.14,0.14,0.14,0.14,0.41,0.27,0.14,0,1.37,0,0,0,0,0,0.14
