stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0.28,0.28,0,0,0,0,0.85,0,0,0,0,0,0.56,11.56,0,3.1,0,0,0.28,1.69,6.48,3.38,0,0,0,1.69,0,0.56,1.69,0.85,0,0,0,0,0
21Day,4.44,0,0.74,14.43,0.74,3.7,0,0.37,0,0,1.85,0.37,0.74,0.74,1.11,1.11,1.48,7.77,0.74,34.41,0.37,0,3.7,1.11,13.69,9.62,0,0.74,0,9.99,0.74,0.37,4.81,4.07,0.37,0.37,0,0,0
3Month,0.31,1.25,2.08,35.16,0.1,0,0.73,0.31,0.31,0.73,16.54,0.21,143.13,7.39,0.73,14.67,2.6,9.05,0.83,11.03,2.29,0.52,1.77,14.56,2.29,0.21,0.31,0.52,0,0.21,2.29,11.86,0.83,0,0,0.52,1.98,2.7,1.87
22Month,0.41,2.87,2.6,17.9,0.27,0,2.05,0.55,0,0.68,22.82,53.98,195.27,4.78,3.83,27.06,1.09,3.96,2.46,16.67,0.55,3.42,2.32,1.23,1.5,0.41,1.64,0.82,0.82,0.41,0.68,5.6,2.73,0.82,0,0,0.27,0,1.91
