stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0.56,0.56,0,0,0,0,0,0,0,0,2.25,0,0,1.13,7.61,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0.37,2.22,0,1.85,0,0.37,0,0,0,0.37,0,14.43,0,0,1.11,11.84,0.74,0,0,0,0,1.48,0.37,0,0,0.37,0.74,0,0,0,0.74,0.37,0,32.56
3Month,0.1,0.62,2.5,0.1,0,0.42,0,0.31,5.1,0,1.56,2.81,4.06,1.14,0.42,1.04,16.33,2.91,0.62,0,0.42,0.31,0.1,0,0.42,0.1,0,0.73,0.94,0.1,0.1,0,0.62,0.62,107.76
22Month,0,0.55,1.09,0,0,0.41,0.14,0.41,6.7,29.11,7.65,0.82,3.96,0.55,0.14,0,12.16,1.78,0,0.14,0,0,0,0,0.27,0,0,0,0.96,0.14,0.14,0,0.27,0,46.19
