stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.13,0,0,0,0,1.13,1.13,0,0,0,0.56,0,0,0.28,0,0,0.28,0,0,0
21Day,0.74,0.74,0.37,4.07,2.22,0,1.85,0,0,0,0,0.37,0.37,15.17,0.37,0,1.11,1.11,5.92,0,0,0.37,0,4.44,3.33,0,0.37,0,4.81,3.33,0,0,0.37,0.37,0.37,0,0,85.47
3Month,0,0.1,0.1,2.5,0,0.42,0,0.1,0.31,1.25,0,4.16,1.56,0.62,1.14,0.21,0.73,1.98,2.7,0.21,0,0.52,0.31,0.42,0.1,0.21,0.1,0,0,0.21,1.14,0,0,0,0,0.42,0.52,83.63
22Month,0.27,0.55,0,1.5,0,0.27,0.14,0,0,0.96,1.5,6.97,0.68,1.09,0.41,0,0.27,1.09,2.87,0,0.55,0.27,0,0.14,0,0.14,0.14,0.14,0,0.14,0,0.14,0,0,0,0,0,34.3
