stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,32,21,0,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,1.69,3.1,0,1.97,1.13,2.25,0,0,0,0,0,0,0,0,0,5.36,3.38,0.56,8.17,0,0.28,0,291.71,16.35,0,1.41,0,6.2,0,0,2.54,9.58,14.09,34.1,0,0,0
21Day,0.74,2.22,0,3.7,1.11,2.96,0,0.37,0,0,0,0.37,0,1.85,0,0.37,2.22,1.11,11.47,0,5.55,0,113.59,3.33,0.74,3.33,0,4.44,2.59,0,2.96,6.66,34.04,8.51,0,0,2.59
3Month,0.1,3.02,0.94,5.1,0.42,0,0,0,0.83,1.35,0,2.39,0.94,0.1,0.1,0.1,0.62,1.66,15.6,8.84,0.62,0.31,8.53,0.42,1.77,12.69,0,0,0.42,6.55,0.31,0.31,0,1.25,2.29,0.62,11.23
22Month,0,1.91,0.82,2.32,0.14,0,0.14,0,1.37,0.68,0.41,5.33,0.14,0.27,0.27,0,0,0.55,12.16,0.41,0.27,0,3.55,0,1.23,8.61,0.68,0.14,0.27,7.52,1.64,0.96,0,0.96,0.27,0,3.28
