stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,2.82,0,2.25,0,0,0,125.42,9.86,1.41,1.41,0.85,0,0,1.41,0,0,0.28,0,0,0
21Day,0,0,0,1.48,2.22,0.74,0,0.37,0,0,0,0.37,0.37,0.37,0.37,0.37,2.59,0,7.03,0,0.37,0.74,86.95,4.81,0.37,1.11,0.37,3.7,0,2.59,0.74,1.11,0,0,0,0
3Month,0,0.1,0.1,1.77,2.08,0,0.1,0,0,0.31,0,0.94,0.21,0,0.1,0.1,0.31,0.21,3.12,0.42,0,0.31,2.18,0.31,0.73,0.21,0,0.1,1.14,0.31,0,0,0.1,0.1,0.52,0.1
22Month,0,0,0.14,0.82,0.68,0,0.14,0,0.14,0.41,0.14,3.96,0.27,0,0.41,0,0.27,0.41,4.92,0.41,0,0,2.32,0,0.96,0.14,0.14,0,2.6,0.41,0,0,0,0,0,0.14
