stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.41,0,0,0.28,0,11.56,1.97,6.48,0.28,0,2.54,0,0,0.28,0.28,0,0,0
21Day,0,0,0,1.48,0.37,0,0,0,0,0,0,0,0,0.37,0,0,1.48,0,4.44,0,0,0.37,0.37,2.22,0.74,1.48,0,0,0.74,0,0,0.37,0,0,0,0
3Month,0,0.52,0.21,9.99,0,0,0,0,0.83,2.5,0,5.51,1.66,0.1,1.87,0.94,2.81,1.98,1.87,0.1,0.1,0.21,1.14,0.31,0.1,6.66,0.1,0,0.1,0.52,1.77,0.42,0,0.31,0.62,1.77
22Month,0.14,2.19,0.27,6.01,0,0.27,0.14,0.14,0.55,7.11,0.96,15.99,0.41,1.09,1.78,0.27,0.82,2.6,3.96,0.14,1.09,0.27,0,0.27,0.27,19.54,0.68,0.14,0.27,0.41,0.55,0.55,1.23,0,0,1.23
